Date,Open,High,Low,Close,Volume,OpenInt
10/29/1980,4.8857,4.9273,4.8857,4.8857,259780,0
10/30/1980,4.8234,4.8234,4.7812,4.8023,190045,0
10/31/1980,4.8234,4.8234,4.7812,4.8023,333345,0
11/3/1980,4.8023,4.8439,4.8023,4.8023,266676,0
11/5/1980,4.8023,4.9482,4.8023,4.8023,1400054,0
11/6/1980,4.8023,4.8023,4.7188,4.7188,459020,0
11/7/1980,4.7188,4.7396,4.6143,4.6349,660560,0
11/10/1980,4.6349,4.6775,4.6349,4.6563,324149,0
11/11/1980,4.6563,4.7606,4.6563,4.7396,324917,0
11/12/1980,4.7396,4.8439,4.7396,4.8234,476646,0
11/13/1980,4.8648,5.0108,4.8648,5.0108,556342,0
11/14/1980,5.0108,5.0108,4.9273,4.9482,530291,0
11/17/1980,4.9482,4.9697,4.8857,4.9068,703476,0
11/18/1980,4.9068,4.9273,4.8023,4.8439,489674,0
11/19/1980,4.8439,4.8439,4.6563,4.7606,740258,0
11/20/1980,4.7606,4.8234,4.7396,4.8234,413043,0
11/21/1980,4.8234,4.8439,4.8023,4.8023,161692,0
11/24/1980,4.8023,4.8234,4.6974,4.7188,280470,0
11/25/1980,4.7188,4.7396,4.6143,4.6143,351738,0
11/26/1980,4.6143,4.6349,4.5934,4.6143,970151,0
11/28/1980,4.6143,4.6563,4.5934,4.6563,139469,0
12/1/1980,4.6349,4.6349,4.5725,4.5725,354036,0
12/2/1980,4.5725,4.6563,4.5725,4.6349,534120,0
12/3/1980,4.6349,4.6974,4.5934,4.6563,422238,0
12/4/1980,4.6563,4.6563,4.5934,4.5934,502701,0
12/5/1980,4.5934,4.6143,4.531,4.531,251351,0
12/8/1980,4.5099,4.5099,4.4265,4.4478,404612,0
12/9/1980,4.4478,4.5099,4.4265,4.4891,601555,0
12/10/1980,4.4891,4.531,4.4265,4.4265,347907,0
12/11/1980,4.4051,4.4051,4.364,4.4051,570135,0
12/12/1980,4.4051,4.4051,4.364,4.364,388521,0
12/15/1980,4.364,4.3844,4.1757,4.1757,477413,0
12/16/1980,4.1131,4.1131,4.0295,4.1131,1199280,0
12/17/1980,4.1131,4.1551,4.0506,4.1551,499635,0
12/18/1980,4.1551,4.1757,4.1346,4.1551,468983,0
12/19/1980,4.1551,4.1757,4.1131,4.1757,718801,0
12/22/1980,4.1757,4.3011,4.1131,4.2177,468215,0
12/23/1980,4.2379,4.3222,4.2379,4.2596,895819,0
12/24/1980,4.2596,4.2802,4.2379,4.2802,219165,0
12/26/1980,4.2802,4.3222,4.2802,4.3222,535652,0
12/29/1980,4.3222,4.364,4.3222,4.3427,267444,0
12/30/1980,4.3222,4.3222,4.2802,4.2802,275105,0
12/31/1980,4.2802,4.3011,4.1551,4.2802,596957,0
1/2/1981,4.2802,4.364,4.2802,4.364,100387,0
1/5/1981,4.4051,4.531,4.4051,4.5099,593126,0
1/6/1981,4.5099,4.5934,4.4682,4.4682,645234,0
1/7/1981,4.4265,4.4265,4.3011,4.4051,413043,0
1/8/1981,4.4051,4.4478,4.3222,4.364,452891,0
1/9/1981,4.364,4.4051,4.3222,4.3844,322618,0
1/12/1981,4.3844,4.4478,4.364,4.3844,539482,0
1/13/1981,4.3844,4.4265,4.3844,4.4051,211503,0
1/14/1981,4.4265,4.5099,4.4265,4.4682,847542,0
1/15/1981,4.4682,4.5725,4.4478,4.5725,203072,0
1/16/1981,4.5934,4.6775,4.5934,4.6349,479711,0
1/19/1981,4.6349,4.7812,4.6143,4.6563,270508,0
1/20/1981,4.6563,4.7396,4.5934,4.5934,655963,0
1/21/1981,4.5725,4.5725,4.5099,4.5099,197709,0
1/22/1981,4.5099,4.5099,4.4265,4.4265,195409,0
1/23/1981,4.4265,4.4682,4.4265,4.4478,343307,0
1/26/1981,4.4265,4.4265,4.3844,4.4051,169355,0
1/27/1981,4.4051,4.4051,4.3427,4.364,144066,0
1/28/1981,4.364,4.364,4.3427,4.3427,127974,0
1/29/1981,4.3427,4.364,4.3427,4.364,154795,0
1/30/1981,4.364,4.4051,4.3427,4.4051,277404,0
2/2/1981,4.4478,4.531,4.3844,4.531,262080,0
2/3/1981,4.531,4.6563,4.5099,4.6563,368597,0
2/4/1981,4.6563,4.6775,4.6563,4.6563,542550,0
2/5/1981,4.6775,4.7188,4.6775,4.7188,190045,0
2/6/1981,4.8023,4.8439,4.8023,4.8439,251351,0
2/9/1981,4.8439,4.9697,4.8023,4.8023,711904,0
2/10/1981,4.7812,4.7812,4.6775,4.7188,732594,0
2/11/1981,4.7188,4.7396,4.6563,4.6563,475115,0
2/12/1981,4.6563,4.6974,4.6143,4.6143,427603,0
2/13/1981,4.5934,4.5934,4.5516,4.5725,426069,0
2/17/1981,4.5725,4.6143,4.5516,4.5934,136403,0
2/18/1981,4.5934,4.6563,4.5725,4.6563,560941,0
2/19/1981,4.6563,4.6563,4.5725,4.5725,434500,0
2/20/1981,4.5725,4.6563,4.5516,4.6349,236024,0
2/23/1981,4.6349,4.6349,4.5725,4.5934,106900,0
2/24/1981,4.5934,4.6563,4.5725,4.6349,625313,0
2/25/1981,4.6349,4.6563,4.5099,4.6143,270508,0
2/26/1981,4.6563,4.7606,4.6563,4.7396,639869,0
2/27/1981,4.7396,4.8857,4.7396,4.8439,235259,0
3/2/1981,4.8023,4.8023,4.6974,4.7812,514196,0
3/3/1981,4.7812,4.8234,4.7396,4.8023,284302,0
3/4/1981,4.8023,5.0522,4.7812,5.0522,393118,0
3/5/1981,5.0522,5.0522,4.9273,4.9273,983179,0
3/6/1981,4.9273,4.9697,4.8857,4.9068,139088,0
3/9/1981,4.9068,4.9697,4.9068,4.9273,316104,0
3/10/1981,4.9273,5.0108,4.9273,4.9273,394652,0
3/11/1981,4.9273,5.0108,4.9273,4.9697,163989,0
3/12/1981,4.9482,4.9482,4.8023,4.9273,143300,0
3/13/1981,4.9273,4.9697,4.8439,4.9273,802329,0
3/16/1981,4.9273,5.1989,4.8857,5.1989,650601,0
3/17/1981,5.1989,5.2402,5.0522,5.2204,1075905,0
3/18/1981,5.2204,5.2827,5.1989,5.2402,578566,0
3/19/1981,5.2402,5.2402,5.1153,5.1153,516111,0
3/20/1981,5.1153,5.1989,5.1153,5.1573,455189,0
3/23/1981,5.1778,5.2402,5.1778,5.1989,375493,0
3/24/1981,5.1989,5.2204,5.1367,5.1367,180851,0
3/25/1981,5.1367,5.2616,5.1367,5.2616,138702,0
3/26/1981,5.2616,5.3448,5.1989,5.1989,490441,0
3/27/1981,5.1989,5.1989,5.1153,5.1778,151731,0
3/30/1981,5.1778,5.1989,5.0108,5.0522,135255,0
3/31/1981,5.0522,5.1573,5.0322,5.0522,405380,0
4/1/1981,5.0522,5.1573,5.0522,5.1367,235259,0
4/2/1981,5.1367,5.1367,5.0733,5.0947,375876,0
4/3/1981,5.0947,5.1153,5.0733,5.0733,286218,0
4/6/1981,5.0733,5.0733,5.0522,5.0733,134871,0
4/7/1981,5.0733,5.1367,5.0522,5.0522,307675,0
4/8/1981,5.0522,5.0947,5.0522,5.0522,211119,0
4/9/1981,5.0522,5.0947,5.0522,5.0733,145982,0
4/10/1981,5.0733,5.2616,5.0733,5.2616,326066,0
4/13/1981,5.2616,5.2616,5.1989,5.1989,228744,0
4/14/1981,5.1989,5.1989,5.1573,5.1989,63986,0
4/15/1981,5.2204,5.2616,5.2204,5.2616,224530,0
4/16/1981,5.2616,5.3242,5.1989,5.3029,401549,0
4/20/1981,5.3029,5.4078,5.1989,5.3867,169355,0
4/21/1981,5.3867,5.4286,5.2827,5.3242,233343,0
4/22/1981,5.3242,5.3242,5.1989,5.2616,142918,0
4/23/1981,5.2616,5.2827,5.1367,5.1367,195409,0
4/24/1981,5.1367,5.1778,5.0322,5.1573,242921,0
4/27/1981,5.1573,5.1989,5.1367,5.1367,109966,0
4/28/1981,5.1367,5.1778,4.9482,4.9482,215333,0
4/29/1981,4.9482,4.9482,4.8857,4.8857,225296,0
4/30/1981,4.8857,4.9697,4.8857,4.8857,236024,0
5/1/1981,4.8857,4.8857,4.7188,4.7606,248286,0
5/4/1981,4.8023,4.8023,4.6349,4.7606,67437,0
5/5/1981,4.7606,4.8234,4.6974,4.7396,414193,0
5/6/1981,4.7396,4.8023,4.7396,4.7606,334879,0
5/7/1981,4.7606,4.7606,4.6775,4.6775,330663,0
5/8/1981,4.6775,4.7396,4.6143,4.6143,298478,0
5/11/1981,4.6143,4.6143,4.531,4.5516,159009,0
5/12/1981,4.5516,4.5725,4.4891,4.5725,219932,0
5/13/1981,4.5725,4.6974,4.5725,4.6775,308440,0
5/14/1981,4.8439,4.9482,4.8439,4.9068,360166,0
5/15/1981,4.8857,4.8857,4.8234,4.8857,180851,0
5/18/1981,4.8857,4.8857,4.8023,4.8857,167822,0
5/19/1981,4.8648,4.8648,4.7606,4.8023,203456,0
5/20/1981,4.8439,4.8857,4.8439,4.8439,300776,0
5/21/1981,4.8439,4.8857,4.7812,4.7812,196943,0
5/22/1981,4.7606,4.7606,4.6143,4.6563,467835,0
5/26/1981,4.6775,4.6775,4.5725,4.6563,180083,0
5/27/1981,4.6563,4.8023,4.6563,4.7606,347140,0
5/28/1981,4.7606,4.8439,4.7606,4.8439,302693,0
5/29/1981,4.8439,4.8857,4.8023,4.8023,557495,0
6/1/1981,4.8023,4.8439,4.7606,4.8234,138320,0
6/2/1981,4.8234,4.8439,4.7396,4.8023,507682,0
6/3/1981,4.8023,4.8857,4.7812,4.8439,345608,0
6/4/1981,4.8439,4.8648,4.7396,4.7606,560175,0
6/5/1981,4.7606,4.8234,4.7396,4.8234,209586,0
6/8/1981,4.8234,4.8234,4.7812,4.8234,388903,0
6/9/1981,4.8234,4.8234,4.6563,4.6974,468600,0
6/10/1981,4.6974,4.6974,4.5516,4.6143,571669,0
6/11/1981,4.6143,4.6563,4.5934,4.6349,340243,0
6/12/1981,4.6349,4.6775,4.5725,4.6775,693129,0
6/15/1981,4.6775,4.7396,4.6143,4.6349,177018,0
6/16/1981,4.6349,4.6349,4.4265,4.4265,280853,0
6/17/1981,4.4265,4.4891,4.3222,4.4265,619562,0
6/18/1981,4.4265,4.5099,4.4051,4.4478,490057,0
6/19/1981,4.4478,4.4682,4.4265,4.4682,160160,0
6/22/1981,4.4682,4.5099,4.4478,4.4891,390054,0
6/23/1981,4.4891,4.5516,4.4682,4.5516,292348,0
6/24/1981,4.5516,4.5725,4.5099,4.5099,274724,0
6/25/1981,4.5099,4.5725,4.4478,4.4478,167056,0
6/26/1981,4.4478,4.5099,4.4265,4.4478,109200,0
6/29/1981,4.4478,4.5099,4.4265,4.4478,376644,0
6/30/1981,4.4265,4.4265,4.364,4.364,515346,0
7/1/1981,4.364,4.3844,4.2379,4.3011,929537,0
7/2/1981,4.3011,4.3222,4.1346,4.1968,461321,0
7/6/1981,4.1968,4.2596,4.1551,4.2177,254798,0
7/7/1981,4.2177,4.2596,4.1757,4.1968,449443,0
7/8/1981,4.1968,4.2802,4.1757,4.2379,820339,0
7/9/1981,4.2379,4.2802,4.1757,4.2177,543315,0
7/10/1981,4.1968,4.1968,4.0924,4.0924,727616,0
7/13/1981,4.0924,4.1346,4.0721,4.0924,839495,0
7/14/1981,4.0924,4.0924,4.009,4.009,484692,0
7/15/1981,4.009,4.0506,3.9881,4.0295,382006,0
7/16/1981,4.0295,4.0295,3.9255,3.9464,543315,0
7/17/1981,3.9464,3.9881,3.9255,3.9881,831449,0
7/20/1981,3.9881,4.0924,3.9881,4.0721,368979,0
7/21/1981,4.0721,4.2802,4.009,4.2379,515346,0
7/22/1981,4.2379,4.2596,4.0721,4.0721,429136,0
7/23/1981,4.0721,4.1346,4.0295,4.0924,619180,0
7/24/1981,4.0924,4.1757,4.0506,4.1757,614583,0
7/27/1981,4.1757,4.2802,4.1757,4.2177,508448,0
7/28/1981,4.1757,4.1757,4.0721,4.0924,217249,0
7/29/1981,4.0924,4.2177,4.0924,4.1551,323383,0
7/30/1981,4.1551,4.2177,4.1346,4.2177,400013,0
7/31/1981,4.2177,4.2177,4.1131,4.1346,306909,0
8/3/1981,4.1551,4.1551,4.0924,4.1131,192345,0
8/4/1981,4.1131,4.1551,4.0924,4.1551,94639,0
8/5/1981,4.1757,4.4051,4.1757,4.4051,437182,0
8/6/1981,4.3222,4.3222,4.1757,4.2177,767463,0
8/7/1981,4.2177,4.2379,4.1551,4.1757,549447,0
8/10/1981,4.1757,4.1968,4.1346,4.1968,249817,0
8/11/1981,4.1968,4.2177,4.1551,4.1757,178552,0
8/12/1981,4.1757,4.2177,4.1551,4.1968,279705,0
8/13/1981,4.1968,4.2177,4.1131,4.1346,598491,0
8/14/1981,4.1346,4.1551,4.0721,4.0721,259396,0
8/17/1981,4.0721,4.1131,4.0721,4.0721,168972,0
8/18/1981,4.0721,4.1346,4.0721,4.1346,282385,0
8/19/1981,4.1346,4.1551,4.0924,4.1346,174721,0
8/20/1981,4.1346,4.1551,4.1131,4.1346,109966,0
8/21/1981,4.1346,4.1551,4.0721,4.1131,439863,0
8/24/1981,4.1131,4.1551,4.0924,4.1131,342924,0
8/25/1981,4.1131,4.1346,4.0924,4.1346,818804,0
8/26/1981,4.1346,4.2596,4.0924,4.1757,610752,0
8/27/1981,4.1757,4.2379,4.1757,4.1968,305375,0
8/28/1981,4.1968,4.2379,4.0924,4.1346,551363,0
8/31/1981,4.1346,4.1968,4.0295,4.0295,276256,0
9/1/1981,4.0295,4.0506,3.9464,3.967,484692,0
9/2/1981,3.967,4.4051,3.9464,4.009,333345,0
9/3/1981,4.009,4.009,3.8839,3.9041,831832,0
9/4/1981,3.9041,3.9464,3.8839,3.9464,543699,0
9/8/1981,3.9464,3.9464,3.8628,3.8628,365148,0
9/9/1981,3.8628,3.9881,3.8628,3.9881,117246,0
9/10/1981,3.9881,4.009,3.9464,3.9881,260927,0
9/11/1981,3.9881,4.009,3.9464,4.009,182765,0
9/14/1981,4.009,4.009,3.8419,3.8628,509598,0
9/15/1981,3.8628,3.8839,3.8,3.8209,606920,0
9/16/1981,3.8209,3.8628,3.7792,3.7792,285070,0
9/17/1981,3.8209,3.8839,3.8209,3.8209,86210,0
9/18/1981,3.8209,3.8839,3.7792,3.8839,313423,0
9/21/1981,3.8839,4.0506,3.8419,4.0506,201924,0
9/22/1981,4.0506,4.0506,3.9255,3.9881,179699,0
9/23/1981,3.9881,4.009,3.8839,3.8839,294647,0
9/24/1981,3.8839,3.9464,3.8839,3.8839,268593,0
9/25/1981,3.8839,3.8839,3.8,3.8839,348289,0
9/28/1981,3.8839,3.967,3.7584,3.9041,1183187,0
9/29/1981,3.9464,4.0295,3.9464,3.9881,293115,0
9/30/1981,3.9881,4.0295,3.9041,3.9041,314572,0
10/1/1981,3.9041,3.9255,3.8209,3.8209,554428,0
10/2/1981,3.8209,3.8628,3.7584,3.8419,517261,0
10/5/1981,3.8419,3.967,3.7792,3.7792,278555,0
10/6/1981,3.7792,3.8419,3.7163,3.7163,390819,0
10/7/1981,3.7163,3.7584,3.6963,3.7374,348289,0
10/8/1981,3.7584,3.8628,3.7584,3.8,389287,0
10/9/1981,3.8,3.8419,3.6963,3.7163,1095444,0
10/12/1981,3.7163,3.7163,3.6538,3.6745,229894,0
10/13/1981,3.6745,3.6745,3.5285,3.5494,455956,0
10/14/1981,3.5078,3.5078,3.3824,3.4449,774743,0
10/15/1981,3.4449,3.6331,3.4242,3.6122,246752,0
10/16/1981,3.6122,3.6745,3.5285,3.6538,603855,0
10/19/1981,3.6122,3.6122,3.4655,3.4655,727997,0
10/20/1981,3.4655,3.5494,3.4242,3.4655,752518,0
10/21/1981,3.4655,3.5494,3.4655,3.5494,169738,0
10/22/1981,3.5494,3.6745,3.5494,3.6745,183532,0
10/23/1981,3.6745,3.7163,3.6331,3.6745,406529,0
10/26/1981,3.6745,3.6745,3.5916,3.6122,111114,0
10/27/1981,3.6122,3.6745,3.5704,3.6122,291200,0
10/28/1981,3.6122,3.6538,3.5704,3.5704,243302,0
10/29/1981,3.5704,3.6538,3.5494,3.6122,186213,0
10/30/1981,3.6745,3.7374,3.6122,3.6538,423004,0
11/2/1981,3.7163,3.8419,3.7163,3.7163,290815,0
11/3/1981,3.7163,3.7163,3.6538,3.6538,881642,0
11/4/1981,3.6538,3.6745,3.6122,3.6745,226446,0
11/5/1981,3.6745,3.7584,3.6331,3.6538,319936,0
11/6/1981,3.6331,3.6331,3.5285,3.5494,597723,0
11/9/1981,3.5494,3.6331,3.4871,3.4871,380092,0
11/10/1981,3.4871,3.5704,3.4449,3.5285,503084,0
11/11/1981,3.5285,3.5704,3.5078,3.5285,400013,0
11/12/1981,3.5285,3.5494,3.4655,3.5494,329133,0
11/13/1981,3.5494,3.5494,3.4871,3.5078,428369,0
11/16/1981,3.5078,3.5078,3.4449,3.5078,816888,0
11/17/1981,3.5078,3.5285,3.4655,3.5078,1025325,0
11/18/1981,3.5078,3.6331,3.4871,3.5704,326448,0
11/19/1981,3.5704,3.6745,3.5704,3.6745,679337,0
11/20/1981,3.6745,3.7792,3.6745,3.7584,314572,0
11/23/1981,3.7584,3.8,3.7374,3.7584,331430,0
11/24/1981,3.7584,3.9255,3.7584,3.9041,601555,0
11/25/1981,3.9041,4.0295,3.8628,3.8839,853289,0
11/27/1981,3.9041,4.009,3.9041,3.967,463236,0
11/30/1981,3.967,4.0295,3.9255,4.009,406145,0
